"Date","Open","High","Low","Close","Volume","Adj Close"
"2014-07-11","95.360001","95.889999","94.860001","95.220001","34018000","92.759177"
"2014-07-10","93.760002","95.550003","93.519997","95.040001","39686000","92.583829"
"2014-07-09","95.440002","95.949997","94.760002","95.389999","36436000","92.924782"
"2014-07-08","96.269997","96.800003","93.919998","95.349998","65222000","92.885815"
"2014-07-07","94.139999","95.989998","94.099998","95.970001","56468000","93.489795"
"2014-07-03","93.669998","94.099998","93.199997","94.029999","22891800","91.599929"
"2014-07-02","93.870003","94.059998","93.089996","93.480003","28465000","91.064147"
"2014-07-01","93.519997","94.07","93.129997","93.519997","38223000","91.103107"
"2014-06-30","92.099998","93.730003","92.089996","92.93","49482300","90.528358"
"2014-06-27","90.82","92.0","90.769997","91.980003","64029000","89.602913"
"2014-06-26","90.370003","91.050003","89.800003","90.900002","32629000","88.550822"
"2014-06-25","90.209999","90.699997","89.650002","90.360001","36869000","88.024776"
"2014-06-24","90.75","91.739998","90.190002","90.279999","39036000","87.946842"
"2014-06-23","91.32","91.620003","90.599998","90.830002","43694000","88.482631"
"2014-06-20","91.849998","92.550003","90.900002","90.910004","100898000","88.560565"
"2014-06-19","92.290001","92.300003","91.339996","91.860001","35528000","89.486011"
"2014-06-18","92.269997","92.290001","91.349998","92.18","33514000","89.797741"
"2014-06-17","92.309998","92.699997","91.800003","92.080002","29726000","89.700327"
"2014-06-16","91.510002","92.75","91.449997","92.199997","35561000","89.817221"
"2014-06-13","92.199997","92.440002","90.879997","91.279999","54525000","88.920999"
"2014-06-12","94.040001","94.120003","91.900002","92.290001","54749000","89.904899"
"2014-06-11","94.129997","94.760002","93.470001","93.860001","45681000","91.434324"
"2014-06-10","94.730003","95.050003","93.57","94.25","62777000","91.814244"
"2014-06-09","92.699997","93.879997","91.75","93.699997","75415000","91.278455"
"2014-06-06","649.900002","651.259979","644.470024","645.570023","87484600","89.840885"
"2014-06-05","646.199997","649.370003","642.610008","647.349983","75951400","90.088594"
"2014-06-04","637.44001","647.890022","636.109993","644.819992","83870500","89.736507"
"2014-06-03","628.459991","638.740013","628.25","637.539986","73177300","88.723383"
"2014-06-02","633.959984","634.830017","622.500015","628.650009","92337700","87.486208"
"2014-05-30","637.979996","644.169991","628.900002","633.000015","141005200","88.091577"
"2014-05-29","627.849991","636.87001","627.769989","635.37999","94118500","88.422787"
"2014-05-28","626.019989","629.830009","623.779991","624.01001","78870400","86.840481"
"2014-05-27","615.879997","625.859985","615.630005","625.63002","87216500","87.06593"
"2014-05-23","607.25","614.730011","606.470009","614.129997","58052400","85.465527"
"2014-05-22","606.599998","609.850006","604.100021","607.269974","50190000","84.510851"
"2014-05-21","603.830002","606.699974","602.059975","606.310005","49214900","84.377257"
"2014-05-20","604.510017","606.399994","600.730011","604.710022","58709000","84.154595"
"2014-05-19","597.849998","607.330002","597.329987","604.590019","79438800","84.137894"
"2014-05-16","588.629974","597.529991","585.399994","597.510017","69064100","83.152604"
"2014-05-15","594.70002","596.599983","588.040001","588.819992","57711500","81.943255"
"2014-05-14","592.430008","597.400002","591.740005","593.869987","41601000","82.646039"
"2014-05-13","591.999985","594.540016","590.699982","593.760025","39934300","82.630736"
"2014-05-12","587.489975","593.659996","587.399986","592.830017","53302200","82.501311"
"2014-05-09","584.540001","586.25","580.330025","585.540024","72899400","81.486798"
"2014-05-08","588.249992","594.410027","586.400017","587.990013","57574300","81.827751"
"2014-05-07","595.249992","597.289986","587.72998","592.329979","70716100","81.97387"
"2014-05-06","601.799995","604.409988","594.410027","594.410027","93641100","82.261732"
"2014-05-05","590.140022","600.999977","589.999992","600.959976","71766800","83.168195"
"2014-05-02","592.340019","594.199982","589.709999","592.580025","47878600","82.008474"
"2014-05-01","591.999985","594.799995","586.360016","591.480026","61012000","81.856243"
"2014-04-30","592.639999","599.430008","589.799988","590.089981","114160200","81.663872"
"2014-04-29","593.739998","595.979996","589.509995","592.329979","84344400","81.97387"
"2014-04-28","572.800026","595.749977","572.54998","594.090019","167371400","82.217446"
"2014-04-25","564.529984","571.990021","563.959984","571.93998","97568800","79.152052"
"2014-04-24","568.210014","570.000015","560.730003","567.770004","189977900","78.57496"
"2014-04-23","529.060013","531.13002","524.449974","524.750008","98735000","72.621327"
"2014-04-22","528.309982","531.830009","526.500008","531.70002","50640800","73.583154"
"2014-04-21","525.339981","532.139977","523.959976","531.170021","45637200","73.509807"
"2014-04-17","519.999992","527.76001","519.199974","524.940025","71083600","72.647624"
"2014-04-16","518.049988","521.090004","514.139992","519.01001","53691400","71.826956"
"2014-04-15","520.270012","521.639977","511.329994","517.959999","66622500","71.681642"
"2014-04-14","521.900009","522.159988","517.210022","521.679977","51418500","72.196458"
"2014-04-11","519.000023","522.830017","517.140007","519.610023","67929400","71.909993"
"2014-04-10","530.680023","532.240005","523.169998","523.480019","59913000","72.44557"
"2014-04-09","522.639999","530.490005","522.020012","530.320015","51542400","73.392172"
"2014-04-08","525.190018","526.120026","518.699989","523.440018","60972100","72.440034"
"2014-04-07","528.019989","530.900002","521.890022","523.469978","72462600","72.444181"
"2014-04-04","539.810005","540.000023","530.579994","531.820023","68812800","73.599762"
"2014-04-03","541.390015","542.5","537.640022","538.790009","40586000","74.564354"
"2014-04-02","542.379997","543.479996","540.260002","542.549988","45105200","75.084706"
"2014-04-01","537.760025","541.870026","536.769989","541.649994","50190000","74.960154"
"2014-03-31","539.230019","540.809975","535.930023","536.739975","42167300","74.280645"
"2014-03-28","538.319984","538.940025","534.249985","536.859978","50141000","74.297252"
"2014-03-27","540.019997","541.499977","535.120018","537.459991","55507900","74.38029"
"2014-03-26","546.520012","549.000015","538.860023","539.779991","74942000","74.70136"
"2014-03-25","541.499977","545.750008","539.589973","544.98999","70573300","75.422383"
"2014-03-24","538.420013","540.500008","535.05999","539.190018","88925200","74.619712"
"2014-03-21","531.929985","533.75","526.330017","532.86998","93511600","73.745068"
"2014-03-20","529.889992","532.669975","527.350014","528.700005","52099600","73.167976"
"2014-03-19","532.259979","536.23999","528.999985","531.26001","56189000","73.52226"
"2014-03-18","525.899994","531.969986","525.200005","531.399986","52411800","73.541632"
"2014-03-17","527.699982","529.969994","525.850006","526.740013","49886200","72.896728"
"2014-03-14","528.789993","530.890015","523.000008","524.68998","59299800","72.613019"
"2014-03-13","537.440018","539.659988","529.159988","530.650009","64435700","73.437841"
"2014-03-12","534.510017","537.349976","532.0","536.609985","49831600","74.262655"
"2014-03-11","535.450012","538.740021","532.589973","536.089973","69806100","74.19069"
"2014-03-10","528.360023","533.330017","528.339996","530.919975","44646000","73.475202"
"2014-03-07","531.090019","531.980026","526.050011","530.440018","55182400","73.40878"
"2014-03-06","532.789978","534.440002","528.099991","530.749985","46372200","73.451677"
"2014-03-05","530.919975","534.750023","529.129974","532.360008","50015700","73.674492"
"2014-03-04","530.999977","532.640015","527.769997","531.239983","64785000","73.519489"
"2014-03-03","523.419991","530.650009","522.80999","527.76001","59695300","73.037888"
"2014-02-28","529.079987","532.749977","522.119987","526.239975","92992200","72.827527"
"2014-02-27","517.140007","528.780006","516.049995","527.670021","75470500","73.025434"
"2014-02-26","523.610008","525.0","515.599998","517.349998","69054300","71.597223"
"2014-02-25","529.38002","529.569984","521.000015","522.060013","57988000","72.249052"
"2014-02-24","523.150024","529.920006","522.420021","527.550018","72227400","73.008826"
"2014-02-21","532.789978","534.569992","524.599991","525.249992","69696200","72.690521"
"2014-02-20","532.989983","537.000008","528.999985","531.149994","76464500","73.507035"
"2014-02-19","544.749985","546.890007","534.350014","537.370003","78442000","74.367836"
"2014-02-18","546.0","551.190025","545.609978","545.990013","65062900","75.560779"
"2014-02-14","542.469986","545.980026","541.209984","543.990021","68231100","75.283995"
"2014-02-13","534.659981","544.850014","534.199997","544.429977","76849500","75.344882"
"2014-02-12","536.95002","539.560013","533.239975","535.919983","77025200","74.167165"
"2014-02-11","530.610008","537.749985","529.500023","535.959984","70564200","74.1727"
"2014-02-10","518.659988","531.990013","518.0","528.989998","86389800","73.208108"
"2014-02-07","521.379997","522.929993","517.380013","519.679985","92570100","71.919675"
"2014-02-06","510.060005","513.499977","507.81002","512.509995","64441300","70.927404"
"2014-02-05","506.560005","515.279991","506.249985","512.589996","82086200","70.516381"
"2014-02-04","505.849976","509.459991","502.760025","508.790016","94170300","69.993622"
"2014-02-03","502.610008","507.730019","499.300026","501.529984","100366000","68.994868"
"2014-01-31","495.179985","501.529984","493.549988","500.599976","116199300","68.866928"
"2014-01-30","502.539993","506.499977","496.70002","499.779984","169625400","68.754123"
"2014-01-29","503.950012","507.37001","498.62001","500.749992","125702500","68.887566"
"2014-01-28","508.760002","514.999985","502.070023","506.499977","266380800","69.678584"
"2014-01-27","550.07","554.799988","545.750008","550.500023","138719700","75.731617"
"2014-01-24","554.000023","555.61998","544.749985","546.070015","107338700","75.122186"
"2014-01-23","549.94001","556.5","544.810013","556.179993","100809800","76.513003"
"2014-01-22","550.910019","557.289978","547.809975","551.509979","94996300","75.870555"
"2014-01-21","540.990005","550.07","540.420006","549.069977","82131700","75.534887"
"2014-01-17","551.480019","552.069992","539.899994","540.669998","106684900","74.379312"
"2014-01-16","554.900017","556.850021","551.680023","554.250015","57319500","76.247499"
"2014-01-15","553.520012","560.200005","551.659996","557.359993","97909700","76.675334"
"2014-01-14","538.220009","546.730003","537.659996","546.390022","83140400","75.166209"
"2014-01-13","529.910019","542.5","529.880005","535.730019","94623200","73.699725"
"2014-01-10","539.829979","540.799988","531.109993","532.939995","76244000","73.315905"
"2014-01-09","546.800018","546.859993","535.349983","536.519997","69787200","73.808402"
"2014-01-08","538.809982","545.55999","538.68998","543.460022","64632400","74.763132"
"2014-01-07","544.320015","545.959999","537.919975","540.040024","79302300","74.292647"
"2014-01-06","537.450005","546.800018","533.599983","543.929993","103152700","74.827786"
"2014-01-03","552.860023","553.699989","540.429993","540.980019","98116900","74.421961"
"2014-01-02","555.680008","557.029999","552.020004","553.12999","58671200","76.093418"
"2013-12-31","554.170013","561.279976","554.000023","561.019997","55771100","77.178837"
"2013-12-30","557.460022","560.089989","552.319984","554.519981","63407400","76.284638"
"2013-12-27","563.820007","564.409981","559.500015","560.089989","56471100","77.050897"
"2013-12-26","568.099998","569.499977","563.379997","563.900009","51002000","77.575037"
"2013-12-24","569.889999","571.880005","566.029991","567.669975","41888700","78.093666"
"2013-12-23","568.000023","570.719978","562.76001","570.090004","125326600","78.426587"
"2013-12-20","545.43","551.610008","544.82","549.019989","109103400","75.52801"
"2013-12-19","549.5","549.999985","543.729988","544.459991","80077200","74.900697"
"2013-12-18","549.700005","551.450005","538.799995","550.769989","141465800","75.768756"
"2013-12-17","555.809998","559.439987","553.379982","554.990005","57475600","76.349298"
"2013-12-16","555.02002","562.640007","555.009979","557.500023","70648200","76.694598"
"2013-12-13","562.849998","562.880013","553.669975","554.429993","83205500","76.272258"
"2013-12-12","562.140022","565.339989","560.030014","560.539986","65572500","77.112802"
